"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"50","RM",4.11087386417331,9.16962253869762,"Reg","Lvl","Inside","OldTown","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",6.55535689181067,702,"Gd","Y","SBrkr",6.73696695800186,630,7.29505641646263,0,0,1,0,3,1,"Gd",6,0,"Absent","Detchd",1,"Unf",1,250,"TA","Fa","P",0,0,4.44265125649032,0,"GdWo","7","2007","WD","Normal",125000
"120","RM",4.30406509320417,8.41205487329293,"Reg","Lvl","FR2","Mitchel","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","VinylSd","VinylSd","BrkFace",6.05443934626937,"TA","TA","PConc","Ex","TA","No","GLQ",6.78445706263764,"Unf",5.8348107370626,1224,"Ex","Y","SBrkr",7.11069612297883,0,7.11069612297883,1,0,2,0,2,1,"TA",5,0,"Absent","Attchd",1,"Fin",2,402,"TA","TA","Y",0,5.72031177660741,0,0,"Absent","6","2009","WD","Normal",165000
"60","RL",4.39444915467244,9.14473461487819,"Reg","Lvl","Corner","Sawyer","Norm","1Fam","2Story",6,7,1969,1969,"Gable","HdBoard","HdBoard","Stone",4.969813299576,"TA","TA","CBlock","TA","TA","No","ALQ",5.91889385427315,"Unf",5.68017260901707,663,"TA","Y","SBrkr",6.49828214947643,689,7.21007962817079,0,0,1,1,4,1,"TA",7,0,"Absent","Attchd",1,"Fin",1,299,"TA","TA","Y",5.94017125272043,3.61091791264422,0,0,"MnPrv","3","2010","WD","Normal",158000
"60","RL",3.95124371858143,8.99093980694081,"IR1","Lvl","Inside","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.59167373200866,728,"Ex","Y","SBrkr",6.59167373200866,728,7.2841348061952,0,0,2,1,3,1,"Gd",8,0,"Absent","Attchd",1,"Fin",2,400,"TA","TA","Y",4.61512051684126,3.2188758248682,0,0,"Absent","7","2008","WD","Normal",176000
"60","RL",4.07753744390572,9.55073348334063,"IR1","Lvl","Inside","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",6.77992190747225,879,"Ex","Y","SBrkr",6.77992190747225,984,7.53047999524554,0,0,2,1,4,1,"Gd",9,1,"Gd","BuiltIn",1,"Fin",3,660,"TA","TA","Y",4.61512051684126,2.89037175789616,0,0,"Absent","11","2006","New","Partial",219210
"75","RM",4.18965474202643,9.08828572596888,"IR1","Bnk","Corner","OldTown","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.70441435496411,815,"Ex","Y","SBrkr",6.70441435496411,875,7.43307534889858,0,0,1,0,3,1,"TA",7,1,"Gd","Detchd",1,"Unf",1,225,"TA","TA","Y",0,0,5.80211837537706,0,"Absent","7","2006","ConLw","Normal",144000
"20","RL",4.26267987704132,9.11613957657736,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.10085190894405,1212,"Ex","Y","SBrkr",7.10085190894405,0,7.10085190894405,0,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,573,"TA","TA","Y",5.87773578177964,0,0,0,"Absent","6","2009","WD","Normal",178000
"20","RL",4.33073334028633,9.32687818822413,"Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story",4,5,1963,1979,"Gable","HdBoard","HdBoard","BrkFace",3.95124371858143,"TA","TA","CBlock","TA","TA","No","Rec",6.30627528694802,"Unf",6.22455842927536,1051,"Gd","Y","SBrkr",7.23201033166476,0,7.23201033166476,0,0,1,1,3,1,"TA",6,1,"Po","Attchd",1,"Unf",2,459,"TA","TA","Y",0,4.4188406077966,0,0,"Absent","10","2006","WD","Normal",148000
"20","RL",4.27666611901606,9.14355933828583,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",4,5,1970,1970,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.76272950693188,864,"Gd","Y","SBrkr",6.76272950693188,0,6.76272950693188,0,0,1,0,3,1,"TA",5,0,"Absent","Attchd",1,"Unf",1,280,"TA","TA","Y",0,0,0,0,"Absent","7","2006","Oth","Abnorml",116050
"60","RL",4.39444915467244,9.24965723435313,"Reg","Lvl","Corner","CollgCr","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",6.76503897678054,866,"Ex","Y","SBrkr",6.76503897678054,913,7.48436864328613,0,0,2,1,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,546,"TA","TA","Y",5.29330482472449,3.61091791264422,0,0,"Absent","3","2009","WD","Normal",197900
"50","RM",3.93182563272433,8.69968140098951,"Reg","Lvl","Corner","BrkSide","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.78558764500793,884,"Ex","Y","SBrkr",6.78558764500793,464,7.20711885620776,1,0,1,0,3,1,"TA",5,1,"Fa","Detchd",1,"Unf",1,216,"TA","TA","N",0,0,5.34233425196481,0,"Absent","5","2009","WD","Normal",117000
"20","RL",4.33073334028633,9.18512512283512,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story",7,5,2000,2001,"Gable","VinylSd","VinylSd","BrkFace",5.14749447681345,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.39694860262101,1630,"Ex","Y","SBrkr",7.39694860262101,0,7.39694860262101,0,0,2,0,3,1,"Gd",6,1,"TA","Attchd",1,"Unf",2,451,"TA","TA","Y",4.31748811353631,5.45958551414416,0,0,"Absent","10","2009","WD","Normal",213000
"20","RL",4.36944785246702,9.224341891612,"Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story",5,6,1975,1975,"Gable","HdBoard","HdBoard","Absent",0,"TA","TA","CBlock","Gd","TA","No","ALQ",6.67076632084587,"Unf",5.59471137960184,1056,"Ex","Y","SBrkr",6.98007594056176,0,6.98007594056176,1,0,1,1,3,1,"TA",6,0,"Absent","Attchd",1,"RFn",2,495,"TA","TA","Y",0,4.48863636973214,0,0,"MnPrv","7","2006","WD","Normal",153500
"20","RL",4.51085950651685,9.59458184363272,"IR1","Lvl","CulDSac","SawyerW","Norm","1Fam","1Story",7,7,1990,1991,"Hip","HdBoard","HdBoard","BrkFace",5.45958551414416,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",6.18620862390049,"BLQ",7.31121838441963,2158,"Gd","Y","SBrkr",7.69484807238461,0,7.69484807238461,0,0,2,0,3,1,"Gd",7,1,"TA","Attchd",1,"RFn",3,701,"TA","TA","Y",4.44265125649032,4.26267987704132,0,0,"Absent","6","2009","WD","Normal",271900
"20","RH",4.21212759787848,9.09391890895893,"Reg","Lvl","Inside","SawyerW","Norm","1Fam","1Story",4,4,1966,1966,"Gable","HdBoard","HdBoard","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",6.96318998587024,"Unf",0,1056,"TA","Y","SBrkr",6.96318998587024,0,6.96318998587024,1,0,1,0,2,1,"TA",5,0,"Absent","Detchd",1,"Unf",1,384,"TA","TA","Y",0,3.76120011569356,0,0,"MnPrv","11","2006","WD","Normal",107000
"20","RL",4.26267987704132,9.11997793189579,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",4.79579054559674,"Gd","TA","PConc","Gd","TA","Av","GLQ",5.83188247728352,"Unf",7.20266119652324,1682,"Ex","Y","SBrkr",7.43897159239586,0,7.43897159239586,1,0,2,0,3,1,"Gd",7,0,"Absent","Attchd",1,"RFn",2,544,"TA","TA","Y",5.26269018890489,3.17805383034795,0,0,"Absent","5","2006","WD","Normal",200000
"20","RL",4.26267987704132,8.9572529442889,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,7,1962,1980,"Gable","MetalSd","MetalSd","Absent",0,"TA","Gd","CBlock","TA","TA","No","Rec",6.22455842927536,"BLQ",5.76832099579377,931,"TA","Y","SBrkr",7.15773548424991,0,7.15773548424991,1,0,1,0,3,1,"TA",6,0,"Absent","Detchd",1,"Unf",2,506,"TA","TA","Y",0,0,0,0,"Absent","10","2008","WD","Normal",140000
"20","RL",4.45434729625351,9.22847494217167,"IR1","Lvl","CulDSac","Somerst","RRNn","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",6.04263283368238,"Gd","TA","PConc","Ex","TA","Mn","GLQ",7.1074254741107,"Unf",6.08904487544685,1660,"Ex","Y","SBrkr",7.41517510961329,0,7.41517510961329,1,0,2,0,3,1,"Gd",8,1,"Gd","Attchd",1,"RFn",2,500,"TA","TA","Y",5.77765232322266,3.93182563272433,0,0,"Absent","5","2006","New","Partial",290000
"60","RL",4.26267987704132,9.32536404854496,"Reg","Lvl","Inside","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","Wd Sdng","Wd Sdng","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.96224346426621,1055,"Ex","Y","SBrkr",6.96224346426621,790,7.5207764150628,0,0,2,1,3,1,"Gd",8,1,"TA","Attchd",1,"RFn",2,462,"TA","TA","Y",6.45519856334012,4.65396035015752,0,0,"GdPrv","5","2010","WD","Normal",189000
"50","RL",5.03043792139244,9.4038491181607,"IR1","Bnk","Inside","Gilbert","Norm","1Fam","1.5Fin",8,7,1988,2005,"Gable","Wd Sdng","Wd Sdng","Absent",0,"Gd","TA","Wood","Gd","TA","Av","GLQ",6.0591231955818,"Unf",4.89034912822175,559,"Gd","Y","SBrkr",6.98564181763921,672,7.46908388492123,0,0,2,0,4,1,"TA",8,0,"Absent","Basment",1,"RFn",2,492,"TA","TA","Y",5.78689738136671,2.56494935746154,0,0,"Absent","6","2010","WD","Normal",164000
"30","RL",3.93182563272433,9.14216859187285,"Reg","Lvl","Inside","Edwards","Norm","1Fam","1Story",4,6,1941,1950,"Hip","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",5.84354441703136,"Unf",5.79605775076537,672,"TA","Y","SBrkr",6.51174532964473,0,6.51174532964473,1,0,1,0,2,1,"TA",4,0,"Absent","Attchd",1,"Unf",1,234,"TA","TA","N",0,4.7361984483945,0,0,"Absent","8","2009","WD","Normal",113000
"80","RL",4.27666611901606,9.23474025879972,"IR1","Lvl","CulDSac","Sawyer","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","VinylSd","VinylSd","Absent",0,"TA","Gd","CBlock","TA","Gd","Av","GLQ",6.47543271670409,"Unf",0,648,"Ex","Y","SBrkr",6.86797440897029,0,6.86797440897029,1,1,0,0,0,1,"TA",3,0,"Absent","Attchd",1,"Unf",1,364,"TA","TA","Y",4.48863636973214,0,0,0,"Absent","5","2006","WD","Normal",145000
"85","RL",4.24849524204936,9.23073106162392,"IR1","Lvl","Inside","NAmes","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","CBlock","TA","TA","Av","BLQ",6.66568371778241,"Unf",4.95582705760126,925,"TA","Y","SBrkr",6.90775527898214,0,6.90775527898214,1,0,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"Unf",1,300,"TA","TA","Y",5.01727983681492,4.29045944114839,0,0,"Absent","5","2006","WD","Normal",134500
"20","RL",4.60517018598809,8.86714558959414,"IR1","Lvl","Inside","Sawyer","Norm","1Fam","1Story",5,5,1966,1966,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",5.19849703126583,"LwQ",5.83188247728352,894,"TA","Y","SBrkr",6.79682371827486,0,6.79682371827486,0,0,1,0,3,1,"TA",5,0,"Absent","Detchd",1,"RFn",1,384,"TA","TA","Y",0,0,0,0,"MnPrv","5","2007","WD","Normal",125000
"90","RM",4.23410650459726,9.09728364968389,"Reg","Lvl","Inside","Sawyer","RRAe","Duplex","1.5Fin",6,5,1978,1978,"Gable","VinylSd","VinylSd","Absent",0,"TA","TA","Slab","Absent","Absent","Absent","Absent",0,"Absent",0,0,"TA","Y","SBrkr",7.18462915271731,584,7.55118686729615,0,0,2,0,4,2,"TA",8,0,"Absent","Attchd",1,"Unf",2,539,"TA","TA","Y",0,0,0,0,"Absent","4","2010","WD","Normal",112000
"20","FV",4.29045944114839,9.0642735958414,"Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CemntBd","CmentBd","Stone",4.29045944114839,"Gd","TA","PConc","Gd","TA","Mn","GLQ",6.84268328223842,"Unf",5.89989735358249,1300,"Ex","Y","SBrkr",7.18159194461187,0,7.18159194461187,1,0,2,0,3,1,"Gd",6,0,"Absent","Attchd",1,"RFn",2,552,"TA","TA","Y",4.91265488573605,4.72738781871234,0,0,"Absent","9","2009","New","Partial",229456
"50","RM",3.97029191355212,8.73889570493404,"Reg","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin",4,5,1947,1950,"Gable","AsbShng","AsbShng","Absent",0,"TA","TA","Slab","Absent","Absent","Absent","Absent",0,"Absent",0,0,"Gd","N","SBrkr",6.51174532964473,240,6.81673588059497,0,0,1,0,2,1,"TA",3,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","N",0,0,0,0,"Absent","7","2006","WD","Normal",80500
"160","RM",3.09104245335832,7.42714413340862,"Reg","Lvl","Inside","BrDale","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CemntBd","CmentBd","BrkFace",5.46806014113513,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.51174532964473,672,"TA","Y","SBrkr",6.51174532964473,546,7.10578612948127,0,0,1,1,3,1,"TA",7,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","N",5.30826769740121,0,0,0,"Absent","4","2006","WD","Abnorml",91500
"20","RL",4.20469261939097,8.96200720958831,"IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1964,1964,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","CBlock","TA","TA","No","Rec",5.74620319054015,"LwQ",0,912,"TA","Y","SBrkr",6.81673588059497,0,6.81673588059497,0,0,1,0,2,1,"TA",5,0,"Absent","Attchd",1,"Unf",1,288,"TA","TA","Y",0,0,0,0,"Absent","11","2006","WD","Abnorml",115000
"20","RL",4.02535169073515,9.01808968410434,"Reg","Lvl","Inside","Sawyer","Feedr","1Fam","1Story",5,5,1968,1968,"Hip","HdBoard","HdBoard","Absent",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.52545293913178,"LwQ",5.35185813347607,952,"Ex","Y","SBrkr",7.10002716662926,0,7.10002716662926,0,0,1,0,3,1,"TA",5,1,"TA","Attchd",1,"Unf",1,322,"TA","TA","Y",0,4.15888308335967,0,0,"Absent","8","2008","WD","Normal",134000
"50","RL",4.36944785246702,9.2588447810358,"Reg","Lvl","Inside","NAmes","Artery","1Fam","1.5Fin",6,6,1949,1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.77144112313002,"TA","TA","CBlock","TA","TA","Mn","Rec",5.28320372873799,"Unf",6.73933662735717,1040,"Ex","Y","SBrkr",7.06390396147207,678,7.52131798019924,0,0,2,0,3,1,"TA",7,1,"Gd","Attchd",1,"Unf",1,315,"TA","TA","Y",0,0,0,0,"GdWo","1","2007","WD","Normal",143000
"20","RL",4.49980967033027,9.2762217410897,"Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,3,1951,1951,"Hip","Wd Sdng","Wd Sdng","BrkFace",3.80666248977032,"TA","TA","CBlock","TA","Fa","No","LwQ",6.62936325343745,"Unf",7.23056315340929,2136,"TA","N","FuseA",7.66715825531915,0,7.66715825531915,0,0,2,0,4,1,"TA",7,0,"Absent","Detchd",1,"Unf",2,528,"TA","TA","Y",0,3.43398720448515,0,0,"MnPrv","10","2006","WD","Normal",137900
"60","RL",4.11087386417331,9.64114828775614,"IR1","Lvl","Inside","Gilbert","RRAn","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.58617165485467,"Unf",4.17438726989564,788,"Ex","Y","SBrkr",6.67076632084587,702,7.30720231476474,1,0,2,1,3,1,"Gd",8,1,"Gd","Attchd",1,"Fin",2,388,"TA","TA","Y",4.61512051684126,4.33073334028633,0,0,"Absent","2","2008","WD","Normal",184000
"80","RL",4.18965474202643,9.25751017645257,"Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","VinylSd","VinylSd","BrkFace",4.15888308335967,"TA","Gd","CBlock","TA","TA","Av","GLQ",6.23048144757848,"Unf",4.40671924726425,588,"Ex","Y","SBrkr",7.03790596344718,0,7.03790596344718,0,1,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"RFn",1,264,"TA","TA","Y",5.41610040220442,0,0,0,"MnWw","6","2007","WD","Normal",145000
"60","RL",4.46590811865458,9.58870831219998,"IR1","Lvl","CulDSac","Somerst","Feedr","1Fam","2Story",6,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",4.31748811353631,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",6.79682371827486,894,"Ex","Y","SBrkr",6.79682371827486,1039,7.56734567601324,0,0,2,1,4,1,"Gd",9,1,"Gd","BuiltIn",1,"Fin",3,668,"TA","TA","Y",4.61512051684126,2.94443897916644,0,0,"Absent","1","2008","WD","Normal",214000
"20","RL",4.29045944114839,9.09076823683534,"Reg","Lvl","Corner","NAmes","Norm","1Fam","1Story",5,8,1965,2008,"Gable","VinylSd","VinylSd","BrkFace",5.70711026474888,"TA","TA","CBlock","TA","TA","No","ALQ",6.39024066706535,"Unf",5.76205138278018,912,"Ex","Y","SBrkr",6.81673588059497,0,6.81673588059497,1,0,1,0,2,1,"Gd",5,0,"Absent","Detchd",1,"Unf",2,576,"TA","TA","Y",0,5.48479693349065,0,0,"Absent","12","2008","WD","Normal",147000
"120","RL",4.18965474202643,9.07909208536623,"Reg","Lvl","Corner","NridgHt","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","MetalSd","MetalSd","BrkFace",6.64248680136726,"Ex","TA","PConc","Ex","TA","No","GLQ",7.34018683532012,"Unf",5.09375020080676,1702,"Ex","Y","SBrkr",7.44014668066269,0,7.44014668066269,1,0,1,1,1,1,"Ex",7,1,"Gd","Attchd",1,"Fin",3,1052,"TA","TA","Y",0,4.29045944114839,0,5.41610040220442,"Absent","10","2008","New","Partial",367294
"80","RL",4.26267987704132,8.9760094750214,"Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","BrkFace","HdBoard","Absent",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.50279004591562,"Unf",6.01615715969835,1075,"Gd","Y","SBrkr",7.3185395485679,0,7.3185395485679,0,0,2,0,4,1,"TA",7,0,"Absent","Basment",1,"Unf",1,404,"TA","TA","Y",0,0,0,0,"GdWo","8","2008","WD","Normal",127000
"90","RL",4.27666611901606,9.84644089715685,"IR1","Lvl","Inside","Sawyer","Feedr","Duplex","1.5Fin",5,5,1977,1977,"Shed","Plywood","Plywood","Absent",0.693147180559945,"TA","TA","CBlock","Gd","TA","No","GLQ",6.21260609575152,"Rec",6.48157712927643,1361,"Ex","Y","SBrkr",7.21670948670946,1259,7.87131120332341,0,0,2,2,4,2,"TA",12,1,"TA","BuiltIn",1,"RFn",2,600,"TA","TA","N",5.04985600724954,3.2188758248682,4.98360662170834,0,"Absent","8","2007","WD","Normal",190000
"90","RL",4.26267987704132,8.95273476710687,"Reg","Lvl","Inside","NAmes","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","Wd Sdng","Wd Sdng","BrkFace",4.79579054559674,"TA","TA","CBlock","TA","TA","Av","ALQ",6.68959926917897,"Unf",5.71702770140622,1106,"TA","Y","SBrkr",7.0825485693553,0,7.0825485693553,1,0,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"Unf",2,540,"TA","TA","Y",0,2.94443897916644,0,0,"GdWo","5","2006","WD","Normal",132500
"90","RL",4.26267987704132,9.19451582162921,"Reg","Lvl","FR2","NAmes","Norm","Duplex","1Story",4,5,1962,1962,"Gable","HdBoard","HdBoard","Absent",0,"TA","TA","Slab","Absent","Absent","Absent","Absent",0,"Absent",0,0,"TA","Y","SBrkr",7.11069612297883,0,7.11069612297883,0,0,2,0,2,2,"TA",6,0,"Absent","CarPort",1,"Unf",2,462,"TA","TA","Y",0,0,0,0,"Absent","3","2007","WD","Normal",101800
"20","RL",4.30406509320417,9.405989388981,"IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","Plywood","Plywood","BrkFace",5.19849703126583,"TA","TA","CBlock","TA","TA","No","Rec",6.90875477931522,"Unf",5.24174701505964,1188,"Fa","Y","SBrkr",7.08086789669078,0,7.08086789669078,1,0,1,0,3,1,"TA",6,0,"Absent","Attchd",1,"RFn",2,531,"TA","TA","Y",0,0,0,0,"MnPrv","5","2010","COD","Abnorml",142000
"70","RH",4.02535169073515,9.05087559732516,"Reg","Bnk","Inside","SWISU","Norm","1Fam","2Story",5,6,1911,1950,"Gable","MetalSd","MetalSd","Absent",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",6.84694313958538,940,"TA","N","FuseA",6.93244789157251,940,7.58324752430336,0,0,1,1,4,1,"TA",7,0,"Absent","Absent",0,"Absent",0,0,"Absent","Absent","N",0,5.26269018890489,0,0,"Absent","11","2008","WD","Abnorml",130000
"70","RL",4.57471097850338,9.48288342558516,"Reg","Lvl","Inside","Crawfor","Norm","1Fam","2Story",5,5,1914,1950,"Gable","Wd Sdng","Wd Sdng","Absent",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",6.61740297797448,747,"Gd","Y","FuseF",6.7945865808765,892,7.48717369421374,0,0,1,1,4,1,"TA",9,0,"Absent","Detchd",1,"Unf",1,180,"Fa","Fa","N",5.31811999384422,3.71357206670431,0,0,"Absent","7","2006","WD","Normal",138887
"160","RL",3.61091791264422,7.87435882472988,"Reg","Lvl","Inside","NridgHt","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","VinylSd","Wd Shng","Stone",4.67282883446191,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.63987583382654,764,"Ex","Y","SBrkr",6.63987583382654,862,7.39449310721904,0,0,2,1,2,1,"Gd",6,0,"Absent","BuiltIn",1,"RFn",2,474,"TA","TA","Y",0,3.3322045101752,0,0,"Absent","6","2010","WD","Normal",175500
"60","RL",3.73766961828337,9.42496776352205,"IR2","Lvl","FR2","CollgCr","Norm","1Fam","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.7428806357919,847,"Ex","Y","SBrkr",6.7428806357919,1101,7.57507169950756,0,0,2,1,4,1,"Gd",8,1,"Gd","BuiltIn",1,"Fin",2,434,"TA","TA","Y",4.61512051684126,3.89182029811063,0,0,"Absent","9","2006","WD","Normal",195000
"20","RL",4.15888308335967,9.47830431356186,"Reg","Lvl","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","Absent",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.04053639021596,1141,"Ex","Y","SBrkr",7.04053639021596,0,7.04053639021596,0,0,1,1,3,1,"TA",6,0,"Absent","Detchd",1,"Unf",2,484,"TA","TA","Y",0,0,0,0,"Absent","3","2006","WD","Abnorml",142500
"20","RL",4.17438726989564,9.10919318997123,"IR1","HLS","Inside","Timber","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",3.49650756146648,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.06145691892802,"Unf",6.9555926083963,1476,"Ex","Y","SBrkr",7.3031700512368,0,7.3031700512368,0,0,2,0,2,1,"Ex",6,1,"Gd","Attchd",1,"RFn",2,472,"TA","TA","Y",4.79579054559674,3.52636052461616,0,0,"Absent","12","2007","WD","Normal",265900
"60","RL",4.18965474202643,9.0068768914288,"Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",5.53338948872752,"Gd","TA","PConc","Gd","TA","No","GLQ",6.31173480915291,"Unf",5.81413053182507,884,"Ex","Y","SBrkr",6.78558764500793,884,7.47816969415979,1,0,2,1,3,1,"Gd",8,0,"Absent","Attchd",1,"RFn",2,543,"TA","TA","Y",0,4.15888308335967,0,0,"Absent","7","2008","WD","Normal",224900
"20","RL",4.43081679884331,9.19522673416613,"Reg","Lvl","Inside","Somerst","Norm","1Fam","1Story",7,6,2007,2007,"Hip","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",7.43248380791712,1689,"Ex","Y","SBrkr",7.43248380791712,0,7.43248380791712,0,0,2,0,3,1,"Gd",7,0,"Absent","Attchd",1,"RFn",3,954,"TA","TA","Y",0,4.04305126783455,0,0,"Absent","6","2007","New","Partial",248328
"85","RL",4.45434729625351,9.27105910701089,"Reg","Lvl","Inside","NWAmes","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","Plywood","Plywood","BrkFace",4.40671924726425,"TA","TA","CBlock","Gd","TA","Gd","GLQ",6.78671695060508,"LwQ",0,1053,"TA","Y","SBrkr",7.06817200038804,0,7.06817200038804,1,0,2,0,3,1,"Gd",6,2,"TA","Attchd",1,"RFn",2,528,"TA","TA","Y",0,4.79579054559674,0,0,"MnPrv","1","2010","WD","Family",170000
"20","RL",4.68213122712422,9.53906841386396,"Reg","Lvl","Inside","NridgHt","Norm","1Fam","1Story",10,5,2006,2006,"Gable","VinylSd","VinylSd","Absent",0,"Ex","TA","PConc","Ex","Gd","Gd","GLQ",7.23489842031483,"Unf",6.53813982376767,2076,"Ex","Y","SBrkr",7.63867982387611,0,7.63867982387611,1,0,2,1,2,1,"Ex",7,1,"Gd","Attchd",1,"Fin",3,850,"TA","TA","Y",5.37989735354046,5.4380793089232,0,0,"Absent","9","2006","New","Partial",465000
